OrderID,OrderDate,CustomerID,Region,City,Category,Product,Quantity,UnitPrice,DiscountPct,Sales,Cost,Profit,PaymentMode
ORD00052,2024-05-02,CUST1085,West,Pune,Home & Kitchen,Lamp,3,5558.53,0,16675.59,12146.27,4529.32,UPI
ORD00053,2024-03-18,CUST1106,North,Delhi,Home & Kitchen,Lamp,2,4904.91,0,9809.82,5770.15,4039.67,Credit Card
ORD00054,2024-02-01,CUST1178,West,Ahmedabad,Beauty,Perfume,2,2107.29,20,4214.58,2728.39,1486.19,Net Banking
ORD00055,2024-01-04,CUST1137,West,Ahmedabad,Electronics,Tablet,3,18968.84,20,56906.52,36846.78,20059.74,Cash on Delivery
ORD00056,2024-04-22,CUST1185,South,Chennai,Sports,Running Shoes,3,3712.35,0,11137.05,6206.19,4930.86,Cash on Delivery
ORD00057,2024-09-30,CUST1021,South,Hyderabad,Clothing,Shoes,1,3202.17,15,3202.17,2235.03,967.14,Credit Card
ORD00058,2024-01-26,CUST1194,West,Mumbai,Beauty,Shampoo,3,1040.89,0,3122.67,1882.7,1239.97,UPI
ORD00059,2024-02-11,CUST1166,West,Ahmedabad,Beauty,Perfume,4,195.55,0,782.2,535.69,246.51,Debit Card
ORD00060,2024-04-12,CUST1144,North,Delhi,Electronics,Headphones,1,37848.14,5,37848.14,23073.6,14774.54,Credit Card
ORD00061,2024-03-26,CUST1079,East,Patna,Clothing,Shoes,5,2243.19,0,11215.95,8265.95,2950.0,Debit Card
ORD00062,2024-10-21,CUST1019,North,Chandigarh,Electronics,Tablet,6,54619.53,15,327717.18,210993.08,116724.1,Debit Card
ORD00063,2024-06-03,CUST1088,North,Lucknow,Sports,Football,6,4963.13,10,29778.78,17279.55,12499.23,Credit Card
ORD00064,2024-09-16,CUST1027,East,Kolkata,Sports,Dumbbells,6,2993.36,20,17960.16,13692.72,4267.44,Cash on Delivery
ORD00065,2024-03-19,CUST1157,West,Pune,Beauty,Perfume,4,563.92,15,2255.68,1534.85,720.83,UPI
ORD00066,2024-10-30,CUST1115,West,Ahmedabad,Sports,Dumbbells,3,2849.51,0,8548.53,5226.35,3322.18,UPI
ORD00067,2024-01-15,CUST1066,West,Ahmedabad,Clothing,Shoes,4,3023.05,0,12092.2,7200.42,4891.78,UPI
ORD00068,2024-01-06,CUST1125,East,Bhubaneswar,Home & Kitchen,Vacuum Cleaner,5,11402.72,15,57013.6,32577.76,24435.84,Cash on Delivery
ORD00069,2024-12-30,CUST1103,West,Pune,Sports,Football,4,3806.13,0,15224.52,8439.12,6785.4,Debit Card
ORD00070,2024-10-10,CUST1090,East,Patna,Clothing,Jacket,5,1400.02,10,7000.1,5594.18,1405.92,UPI
ORD00071,2024-04-28,CUST1195,East,Patna,Beauty,Perfume,1,1845.02,15,1845.02,1160.31,684.71,Net Banking
ORD00072,2024-09-04,CUST1072,South,Hyderabad,Clothing,Jeans,3,2618.67,10,7856.01,6238.86,1617.15,Net Banking
ORD00073,2024-07-03,CUST1011,East,Kolkata,Electronics,Smartphone,2,19182.65,0,38365.3,27891.75,10473.55,UPI
ORD00074,2024-03-05,CUST1146,East,Bhubaneswar,Electronics,Tablet,6,52304.98,20,313829.88,211119.53,102710.35,Credit Card
ORD00075,2024-06-23,CUST1029,West,Ahmedabad,Home & Kitchen,Bedsheet,2,11603.22,20,23206.44,14228.32,8978.12,Cash on Delivery
ORD00076,2024-10-22,CUST1077,West,Mumbai,Electronics,Smartwatch,6,41657.38,20,249944.28,146950.18,102994.1,Net Banking
ORD00077,2024-08-01,CUST1097,North,Lucknow,Electronics,Smartphone,5,36373.42,20,181867.1,128144.39,53722.71,Net Banking
ORD00078,2024-08-07,CUST1195,East,Bhubaneswar,Beauty,Lipstick,3,1486.28,15,4458.84,2519.5,1939.34,Credit Card
ORD00079,2024-02-11,CUST1104,East,Bhubaneswar,Clothing,Jeans,2,1067.57,0,2135.14,1468.97,666.17,Credit Card
ORD00080,2024-01-17,CUST1018,West,Ahmedabad,Beauty,Sunscreen,2,827.05,20,1654.1,1026.67,627.43,Cash on Delivery
ORD00081,2024-02-28,CUST1018,South,Chennai,Clothing,Jacket,5,1019.39,0,5096.95,2993.17,2103.78,Debit Card
ORD00082,2024-10-18,CUST1069,East,Bhubaneswar,Electronics,Smartphone,3,27190.48,0,81571.44,54422.38,27149.06,Cash on Delivery
ORD00083,2024-02-11,CUST1064,West,Ahmedabad,Sports,Running Shoes,5,702.94,0,3514.7,2312.7,1202.0,Net Banking
ORD00084,2024-10-21,CUST1147,South,Hyderabad,Electronics,Headphones,5,57121.0,15,285605.0,228453.47,57151.53,UPI
ORD00085,2024-11-29,CUST1162,West,Pune,Electronics,Smartphone,4,55090.26,10,220361.04,131196.86,89164.18,Cash on Delivery
ORD00086,2024-07-28,CUST1105,West,Ahmedabad,Beauty,Face Cream,3,904.49,0,2713.47,1563.37,1150.1,UPI
ORD00087,2024-01-19,CUST1131,West,Pune,Beauty,Perfume,4,356.94,0,1427.76,875.36,552.4,Cash on Delivery
ORD00088,2024-01-28,CUST1194,West,Ahmedabad,Electronics,Tablet,2,31828.7,5,63657.4,44920.38,18737.02,Cash on Delivery
ORD00089,2024-03-08,CUST1161,East,Bhubaneswar,Electronics,Smartphone,3,27129.79,0,81389.37,58971.69,22417.68,Credit Card
ORD00090,2024-10-09,CUST1118,South,Chennai,Sports,Football,1,4597.11,20,4597.11,2635.53,1961.58,Credit Card
ORD00091,2024-05-29,CUST1062,West,Pune,Electronics,Smartphone,5,42766.58,5,213832.9,139819.47,74013.43,Cash on Delivery
ORD00092,2024-04-07,CUST1070,South,Chennai,Beauty,Sunscreen,5,1344.37,20,6721.85,5174.69,1547.16,Credit Card
ORD00093,2024-05-24,CUST1038,East,Kolkata,Beauty,Perfume,6,851.61,15,5109.66,3560.08,1549.58,Cash on Delivery
ORD00094,2024-06-19,CUST1178,West,Ahmedabad,Beauty,Sunscreen,5,1942.75,0,9713.75,6258.59,3455.16,Debit Card
ORD00095,2024-07-29,CUST1098,West,Mumbai,Clothing,Cap,1,1318.16,20,1318.16,880.85,437.31,Cash on Delivery
ORD00096,2024-09-14,CUST1025,North,Delhi,Clothing,Shoes,5,1362.38,20,6811.9,3917.46,2894.44,Cash on Delivery
ORD00097,2024-03-14,CUST1200,North,Lucknow,Sports,Dumbbells,4,7019.09,0,28076.36,22250.21,5826.15,Cash on Delivery
ORD00098,2024-02-11,CUST1160,West,Pune,Home & Kitchen,Vacuum Cleaner,3,10301.93,5,30905.79,23637.85,7267.94,UPI
ORD00099,2024-02-05,CUST1111,North,Lucknow,Beauty,Sunscreen,2,1633.23,0,3266.46,2548.6,717.86,Credit Card
ORD00100,2024-12-21,CUST1075,West,Mumbai,Electronics,Headphones,3,54350.31,20,163050.93,91552.73,71498.2,Credit Card
ORD00101,2024-05-05,CUST1044,West,Mumbai,Home & Kitchen,Vacuum Cleaner,5,5238.6,0,26193.0,18870.75,7322.25,Debit Card
ORD00102,2024-12-15,CUST1163,West,Pune,Electronics,Tablet,2,30613.53,0,61227.06,42601.13,18625.93,Cash on Delivery
ORD00103,2024-01-05,CUST1113,East,Bhubaneswar,Home & Kitchen,Bedsheet,4,10863.91,0,43455.64,31262.11,12193.53,Credit Card
ORD00104,2024-08-05,CUST1123,East,Bhubaneswar,Home & Kitchen,Lamp,6,3376.13,0,20256.78,15422.01,4834.77,Cash on Delivery
ORD00105,2024-07-02,CUST1070,West,Pune,Electronics,Smartphone,5,18808.53,0,94042.65,68163.97,25878.68,Cash on Delivery
ORD00106,2024-09-11,CUST1056,North,Lucknow,Electronics,Tablet,3,46880.85,20,140642.55,85444.51,55198.04,UPI
ORD00107,2024-12-03,CUST1079,East,Bhubaneswar,Clothing,Cap,6,2982.68,15,17896.08,12653.64,5242.44,Credit Card
ORD00108,2024-03-08,CUST1051,East,Bhubaneswar,Beauty,Face Cream,1,2287.63,5,2287.63,1445.05,842.58,Debit Card
ORD00109,2024-09-13,CUST1075,East,Bhubaneswar,Clothing,Cap,3,2957.51,20,8872.53,5449.89,3422.64,Cash on Delivery
ORD00110,2024-03-13,CUST1093,West,Mumbai,Home & Kitchen,Mixer,2,10391.62,5,20783.24,15193.67,5589.57,Net Banking
ORD00111,2024-10-01,CUST1149,North,Chandigarh,Electronics,Smartwatch,1,28104.98,15,28104.98,20185.2,7919.78,UPI
ORD00112,2024-04-29,CUST1156,North,Lucknow,Beauty,Perfume,4,208.81,10,835.24,644.02,191.22,UPI
ORD00113,2024-06-03,CUST1126,West,Pune,Clothing,T-Shirt,6,1606.55,0,9639.3,5638.45,4000.85,UPI
ORD00114,2024-03-10,CUST1107,South,Hyderabad,Electronics,Headphones,4,28038.16,15,112152.64,80483.15,31669.49,Net Banking
ORD00115,2024-02-20,CUST1176,West,Pune,Sports,Football,4,5078.96,0,20315.84,15943.12,4372.72,Credit Card
ORD00116,2024-04-30,CUST1015,West,Ahmedabad,Home & Kitchen,Cookware Set,3,1642.58,10,4927.74,3554.97,1372.77,UPI
ORD00117,2024-08-20,CUST1012,South,Bengaluru,Beauty,Perfume,1,1707.51,10,1707.51,1213.06,494.45,Credit Card
ORD00118,2024-04-15,CUST1059,South,Hyderabad,Home & Kitchen,Cookware Set,1,10042.91,10,10042.91,6915.07,3127.84,Debit Card
ORD00119,2024-03-15,CUST1033,North,Chandigarh,Home & Kitchen,Cookware Set,2,6712.48,0,13424.96,10063.73,3361.23,Credit Card
ORD00120,2024-06-14,CUST1134,South,Hyderabad,Electronics,Laptop,1,11693.4,15,11693.4,6584.55,5108.85,Cash on Delivery
ORD00121,2024-07-04,CUST1011,West,Ahmedabad,Electronics,Headphones,5,36229.46,0,181147.3,120100.91,61046.39,Net Banking
ORD00122,2024-01-16,CUST1125,West,Pune,Sports,Yoga Mat,1,7989.26,5,7989.26,6086.42,1902.84,Credit Card
ORD00123,2024-11-07,CUST1140,North,Chandigarh,Beauty,Face Cream,2,304.35,15,608.7,376.64,232.06,Net Banking
ORD00124,2024-09-15,CUST1184,East,Patna,Home & Kitchen,Bedsheet,5,5447.29,0,27236.45,20380.33,6856.12,Net Banking
ORD00125,2024-07-30,CUST1080,West,Mumbai,Clothing,Shoes,3,2947.74,15,8843.22,5745.29,3097.93,Credit Card
ORD00126,2024-03-19,CUST1023,East,Patna,Beauty,Perfume,6,2319.01,20,13914.06,7886.26,6027.8,Credit Card
ORD00127,2024-10-11,CUST1105,East,Kolkata,Beauty,Face Cream,1,1528.19,0,1528.19,1055.06,473.13,Credit Card
ORD00128,2024-11-03,CUST1168,North,Chandigarh,Home & Kitchen,Bedsheet,3,4543.93,0,13631.79,9467.0,4164.79,Debit Card
ORD00129,2024-10-11,CUST1143,North,Chandigarh,Beauty,Shampoo,3,419.98,0,1259.94,780.71,479.23,Cash on Delivery
ORD00130,2024-12-02,CUST1086,North,Lucknow,Sports,Running Shoes,6,2432.6,15,14595.6,8685.9,5909.7,UPI
ORD00131,2024-10-16,CUST1023,South,Bengaluru,Home & Kitchen,Mixer,6,5109.02,15,30654.12,17947.03,12707.09,Credit Card
ORD00132,2024-08-20,CUST1152,West,Ahmedabad,Sports,Football,3,1596.31,0,4788.93,3007.01,1781.92,Net Banking
ORD00133,2024-11-12,CUST1124,South,Bengaluru,Electronics,Headphones,1,40927.17,15,40927.17,25294.04,15633.13,Cash on Delivery
ORD00134,2024-04-20,CUST1124,West,Ahmedabad,Sports,Dumbbells,5,1265.01,0,6325.05,4158.58,2166.47,Net Banking
ORD00135,2024-07-21,CUST1195,North,Delhi,Sports,Yoga Mat,5,816.34,0,4081.7,2453.53,1628.17,Debit Card
ORD00136,2024-01-04,CUST1180,East,Kolkata,Home & Kitchen,Vacuum Cleaner,4,9090.66,5,36362.64,21596.63,14766.01,Net Banking
ORD00137,2024-07-22,CUST1147,East,Kolkata,Clothing,Cap,6,435.37,0,2612.22,1448.96,1163.26,UPI
ORD00138,2024-11-23,CUST1158,West,Pune,Beauty,Sunscreen,4,830.36,0,3321.44,2163.11,1158.33,Debit Card
ORD00139,2024-02-24,CUST1079,North,Chandigarh,Beauty,Perfume,2,1173.84,0,2347.68,1526.26,821.42,Cash on Delivery
ORD00140,2024-02-09,CUST1089,East,Kolkata,Home & Kitchen,Cookware Set,5,7782.08,0,38910.4,26562.23,12348.17,UPI
ORD00141,2024-05-11,CUST1045,North,Delhi,Clothing,Jeans,2,855.2,20,1710.4,1006.09,704.31,Credit Card
ORD00142,2024-10-16,CUST1038,West,Pune,Beauty,Lipstick,6,1642.95,20,9857.7,6960.82,2896.88,UPI
ORD00143,2024-11-19,CUST1018,West,Ahmedabad,Beauty,Face Cream,3,2021.37,0,6064.11,4231.87,1832.24,Net Banking
ORD00144,2024-01-30,CUST1157,West,Mumbai,Home & Kitchen,Bedsheet,3,10064.51,20,30193.53,17185.64,13007.89,Credit Card
ORD00145,2024-10-24,CUST1146,West,Ahmedabad,Sports,Running Shoes,5,7652.16,0,38260.8,28111.37,10149.43,Cash on Delivery
ORD00146,2024-03-18,CUST1182,West,Pune,Clothing,Jacket,1,1741.67,20,1741.67,1311.03,430.64,UPI
ORD00147,2024-05-06,CUST1040,South,Bengaluru,Electronics,Tablet,6,27108.86,10,162653.16,107327.57,55325.59,Net Banking
ORD00148,2024-07-28,CUST1016,East,Patna,Home & Kitchen,Vacuum Cleaner,3,8307.32,15,24921.96,14033.34,10888.62,UPI
ORD00149,2024-05-09,CUST1085,West,Ahmedabad,Home & Kitchen,Mixer,6,10293.01,10,61758.06,48856.96,12901.1,Debit Card
ORD00150,2024-06-07,CUST1079,South,Chennai,Electronics,Tablet,6,42361.08,10,254166.48,164697.21,89469.27,Credit Card
ORD00151,2024-12-09,CUST1023,East,Kolkata,Sports,Dumbbells,6,6700.09,15,40200.54,29535.08,10665.46,Net Banking
ORD00152,2024-07-04,CUST1049,East,Kolkata,Beauty,Sunscreen,3,573.62,20,1720.86,1038.62,682.24,Cash on Delivery
ORD00153,2024-05-31,CUST1009,South,Bengaluru,Clothing,Jeans,1,1924.61,15,1924.61,1318.25,606.36,Net Banking
ORD00154,2024-07-11,CUST1042,South,Hyderabad,Home & Kitchen,Lamp,2,2365.84,20,4731.68,3585.84,1145.84,Net Banking
ORD00155,2024-12-12,CUST1059,West,Ahmedabad,Beauty,Face Cream,6,708.2,0,4249.2,2808.93,1440.27,Cash on Delivery
ORD00156,2024-04-09,CUST1196,East,Patna,Sports,Football,3,5555.13,5,16665.39,11542.53,5122.86,Cash on Delivery
ORD00157,2024-04-12,CUST1095,West,Mumbai,Home & Kitchen,Bedsheet,5,2091.58,15,10457.9,6405.47,4052.43,Cash on Delivery
ORD00158,2024-02-12,CUST1023,North,Chandigarh,Sports,Cricket Bat,2,2473.21,0,4946.42,3840.04,1106.38,Cash on Delivery
ORD00159,2024-07-31,CUST1095,East,Kolkata,Clothing,Shoes,1,1568.65,5,1568.65,1009.41,559.24,Credit Card
ORD00160,2024-12-31,CUST1120,East,Kolkata,Clothing,T-Shirt,6,1372.93,0,8237.58,4831.44,3406.14,UPI
ORD00161,2024-01-03,CUST1186,West,Pune,Clothing,Shoes,1,360.81,0,360.81,217.9,142.91,Net Banking
ORD00162,2024-05-27,CUST1117,West,Mumbai,Sports,Running Shoes,2,2688.75,5,5377.5,3021.82,2355.68,Net Banking
ORD00163,2024-10-01,CUST1074,West,Pune,Electronics,Headphones,1,38469.36,15,38469.36,26688.57,11780.79,Debit Card
ORD00164,2024-10-19,CUST1017,East,Kolkata,Beauty,Face Cream,4,590.19,10,2360.76,1692.79,667.97,UPI
ORD00165,2024-08-28,CUST1091,North,Chandigarh,Sports,Running Shoes,1,5231.1,0,5231.1,4160.08,1071.02,Credit Card
ORD00166,2024-12-02,CUST1034,South,Hyderabad,Electronics,Laptop,6,7564.34,20,45386.04,31564.89,13821.15,UPI
ORD00167,2024-03-30,CUST1034,East,Bhubaneswar,Electronics,Laptop,6,28680.44,15,172082.64,124561.56,47521.08,Debit Card
ORD00168,2024-04-13,CUST1131,North,Chandigarh,Electronics,Smartwatch,1,47779.89,0,47779.89,36859.68,10920.21,UPI
ORD00169,2024-01-19,CUST1167,West,Ahmedabad,Beauty,Sunscreen,6,599.09,20,3594.54,2297.79,1296.75,Credit Card
ORD00170,2024-08-11,CUST1047,North,Chandigarh,Home & Kitchen,Vacuum Cleaner,4,9048.04,5,36192.16,28000.4,8191.76,UPI
ORD00171,2024-05-16,CUST1139,East,Bhubaneswar,Beauty,Lipstick,1,1858.64,10,1858.64,1058.93,799.71,Debit Card
ORD00172,2024-06-16,CUST1042,North,Delhi,Home & Kitchen,Vacuum Cleaner,6,3899.86,15,23399.16,15478.05,7921.11,Cash on Delivery
ORD00173,2024-06-29,CUST1019,West,Mumbai,Beauty,Perfume,5,2495.65,20,12478.25,7719.53,4758.72,Credit Card
ORD00174,2024-03-14,CUST1060,South,Bengaluru,Beauty,Perfume,5,1743.51,0,8717.55,5749.6,2967.95,Credit Card
ORD00175,2024-01-17,CUST1113,West,Pune,Home & Kitchen,Vacuum Cleaner,5,2264.54,0,11322.7,7501.07,3821.63,UPI
ORD00176,2024-07-06,CUST1188,South,Hyderabad,Electronics,Tablet,4,19891.55,0,79566.2,49304.98,30261.22,Credit Card
ORD00177,2024-03-01,CUST1073,West,Pune,Clothing,Shoes,3,2779.89,0,8339.67,6054.68,2284.99,Net Banking
ORD00178,2024-02-07,CUST1170,North,Delhi,Beauty,Shampoo,4,555.74,0,2222.96,1619.08,603.88,UPI
ORD00179,2024-03-21,CUST1130,East,Patna,Home & Kitchen,Mixer,6,8659.98,0,51959.88,37673.76,14286.12,UPI
ORD00180,2024-05-01,CUST1141,South,Bengaluru,Clothing,T-Shirt,4,384.11,0,1536.44,1057.85,478.59,Cash on Delivery
ORD00181,2024-06-07,CUST1196,North,Delhi,Clothing,Cap,4,3498.7,10,13994.8,10212.25,3782.55,Cash on Delivery
ORD00182,2024-06-11,CUST1032,North,Delhi,Beauty,Sunscreen,6,324.29,10,1945.74,1296.75,648.99,UPI
ORD00183,2024-08-09,CUST1039,South,Bengaluru,Sports,Running Shoes,5,7321.41,0,36607.05,20641.0,15966.05,Net Banking
ORD00184,2024-12-29,CUST1064,South,Chennai,Home & Kitchen,Cookware Set,2,4479.27,0,8958.54,7034.48,1924.06,Credit Card
ORD00185,2024-11-16,CUST1151,East,Kolkata,Clothing,Cap,3,2266.17,15,6798.51,3897.97,2900.54,Debit Card
ORD00186,2024-11-15,CUST1007,South,Hyderabad,Sports,Football,6,7255.21,10,43531.26,27616.44,15914.82,Credit Card
ORD00187,2024-04-17,CUST1074,East,Bhubaneswar,Electronics,Headphones,5,25870.33,5,129351.65,91807.05,37544.6,Net Banking
ORD00188,2024-07-26,CUST1106,South,Hyderabad,Home & Kitchen,Bedsheet,3,5715.76,0,17147.28,12382.97,4764.31,Cash on Delivery
ORD00189,2024-11-06,CUST1102,South,Chennai,Beauty,Lipstick,2,884.57,15,1769.14,1290.75,478.39,UPI
ORD00190,2024-05-03,CUST1012,North,Chandigarh,Clothing,Jacket,4,692.07,0,2768.28,1833.71,934.57,Credit Card
ORD00191,2024-03-22,CUST1127,West,Mumbai,Home & Kitchen,Bedsheet,3,11238.14,0,33714.42,24621.04,9093.38,Debit Card
ORD00192,2024-09-11,CUST1055,West,Ahmedabad,Sports,Dumbbells,1,1084.37,5,1084.37,703.01,381.36,Debit Card
ORD00193,2024-05-24,CUST1073,North,Delhi,Sports,Yoga Mat,4,4941.14,15,19764.56,15035.15,4729.41,Cash on Delivery
ORD00194,2024-03-09,CUST1102,North,Chandigarh,Sports,Cricket Bat,3,5929.06,0,17787.18,13179.66,4607.52,Credit Card
ORD00195,2024-10-10,CUST1071,South,Chennai,Electronics,Tablet,3,5801.61,20,17404.83,11766.78,5638.05,Net Banking
ORD00196,2024-02-19,CUST1193,North,Delhi,Sports,Running Shoes,4,3236.31,10,12945.24,10313.43,2631.81,UPI
ORD00197,2024-01-21,CUST1132,West,Pune,Clothing,Jeans,1,424.52,20,424.52,309.22,115.3,Cash on Delivery
ORD00198,2024-11-09,CUST1151,South,Chennai,Beauty,Shampoo,3,531.88,15,1595.64,1272.77,322.87,UPI
ORD00199,2024-10-15,CUST1106,West,Pune,Home & Kitchen,Lamp,3,5961.26,0,17883.78,9910.46,7973.32,Credit Card
ORD00200,2024-08-30,CUST1147,North,Lucknow,Sports,Yoga Mat,3,7749.74,20,23249.22,17337.55,5911.67,Net Banking
ORD00201,2024-09-25,CUST1174,West,Mumbai,Clothing,T-Shirt,6,2607.79,5,15646.74,11635.72,4011.02,Debit Card
ORD00202,2024-01-10,CUST1105,North,Delhi,Clothing,T-Shirt,4,1303.82,15,5215.28,3065.84,2149.44,Debit Card
